"study1","barrel1","bullet1","land1","study2","barrel2","bullet2","land2","ccf","rough_cor","D","sd_D","matches","mismatches","cms","non_cms","sum_peaks","samesource"
"Hamby252","Unk","B",5,"Hamby252","Unk","U",5,0.282786187925912,0.0847372179990061,3.85660379898302,3.21071055110236,3.68421052631579,4.21052631578947,2.10526315789474,2.63157894736842,6.51942769101832,FALSE
"Hamby173","10","1",5,"Hamby173","Unk","C",4,0.397429223830777,0.0609413239139177,1.8593796954404,2.3048042222028,2.14225941422594,10.7112970711297,0.535564853556485,3.7489539748954,2.60088341616697,FALSE
"Hamby173","5","1",3,"Hamby252","8","2",3,0.29195243434276,-0.159077041246213,1.15919024639075,1.82507710371169,3.31892826274849,9.40363007778738,1.10630942091616,4.42523768366465,2.20749894689849,FALSE
"Hamby252","2","1",6,"Hamby252","Unk","H",6,0.313921884847697,-0.0560692856485067,3.45618873937871,3.05662104030161,2.30838593327322,10.3877366997295,1.73128944995491,5.77096483318305,3.58641890858849,FALSE
"Hamby173","5","1",3,"Hamby173","Unk","I",5,0.29366784930904,0.0421819702431396,1.59966837546374,1.91878040622638,2.66666666666667,9.6,1.06666666666667,4.26666666666667,2.35200636800911,FALSE
"Hamby173","7","1",2,"Hamby173","Unk","H",4,0.274522334678148,0.0862691737001498,2.30867566189261,2.47734198438873,1.11401218450827,15.0391644908616,1.11401218450827,11.6971279373368,1.59358065980404,FALSE
"Hamby252","3","1",4,"Hamby173","Unk","R",1,0.240281757189704,-0.513851098456741,7.51594319807443,4.2166806821858,0,10.1842546063652,0,10.1842546063652,0,FALSE
"Hamby173","4","1",6,"Hamby173","Unk","W",4,0.40836471726447,-0.0561991752141371,4.78835724116323,3.89432016254354,1.76146788990826,14.0917431192661,1.1743119266055,7.04587155963303,2.83024992341461,FALSE
"Hamby252","10","1",1,"Hamby252","4","2",3,0.558483157420465,0.482816950420369,1.23794552235362,2.53728372748527,2.98229263746505,10.7362534948742,1.78937558247903,4.17520969245107,5.58723640921481,FALSE
"Hamby252","Unk","H",3,"Hamby252","Unk","J",3,0.233492022303011,-0.0345198093880072,3.38762794223695,3.06215150709125,3.84219554030875,8.23327615780446,1.09777015437393,2.74442538593482,6.48151219988411,FALSE
"Hamby173","Unk","E",5,"Hamby252","Unk","Y",1,0.632194546416544,-0.00458834957269958,4.29747539732466,4.69899823887233,0.680127523910733,19.0435706695005,0.680127523910733,13.6025504782147,0.302908584689395,FALSE
"Hamby173","2","2",4,"Hamby173","7","2",3,0.300403067737068,0.0164921311086059,2.64541639258142,2.71832124737455,5.22022838499184,5.74225122349103,3.13213703099511,2.61011419249592,6.00853183463034,FALSE
"Hamby252","4","1",6,"Hamby252","Unk","E",5,0.263336511646381,-0.0802138610276962,2.79419227364749,2.65815400126719,1.72506738544474,12.6504941599281,0.575022461814915,6.32524707996406,3.82933776284565,FALSE
"Hamby173","8","1",4,"Hamby173","Unk","G",5,0.199793886345468,-0.216953755042558,4.2058994667773,2.92761360545055,1.87866927592955,12.5244618395303,1.87866927592955,8.76712328767123,1.93010020815998,FALSE
"Hamby173","10","2",2,"Hamby173","10","2",3,0.191909317602072,-0.088043963853325,3.15135260440202,2.79143376672241,1.71581769436997,10.8668453976765,0.571939231456658,7.43521000893655,3.80987674800539,FALSE
"Hamby173","10","1",4,"Hamby252","Unk","B",3,0.212213289625964,-0.0056759710958117,3.76479529236001,3.04491523395358,2.94388224471021,11.1867525298988,1.76632934682613,3.53265869365225,3.75697257349153,FALSE
"Hamby173","8","1",2,"Hamby252","Unk","E",5,0.421808012321577,-0.166132651068793,3.23816757574342,2.86774933198549,2.29596412556054,10.9058295964126,0.573991031390135,4.01793721973094,3.6607717005353,FALSE
"Hamby252","7","2",4,"Hamby173","Unk","N",4,0.257233617932753,0.0689312849518971,2.51150834915961,2.66250630011874,0.550774526678141,9.3631669535284,0.550774526678141,8.26161790017212,1.44638295552066,FALSE
"Hamby252","6","2",3,"Hamby252","Unk","F",1,0.413847382041949,0.33556279436409,1.97618660214817,2.62285376413104,4.86897717666948,7.03296703296703,2.70498732037194,2.16398985629755,5.38768960061449,FALSE
"Hamby173","8","1",1,"Hamby173","Unk","B",3,0.352955039278426,-0.322721545086858,5.26404877369638,2.90225370011045,1.15942028985507,11.0144927536232,1.15942028985507,8.11594202898551,2.45644697863216,FALSE
"Hamby173","1","1",5,"Hamby173","6","1",6,0.399471967142967,0.116797761273622,4.84280632331233,3.90132389715916,5.12911843276937,8.54853072128228,1.70970614425646,2.27960819234194,9.54211815347087,FALSE
"Hamby173","3","1",5,"Hamby173","Unk","B",1,0.304689617023536,0.081863442739022,2.46622190055568,2.57463158620997,3.99286987522282,9.12655971479501,1.14081996434938,2.28163992869875,3.44064616297368,FALSE
"Hamby252","5","1",4,"Hamby173","Unk","L",4,0.2351741891151,-0.0368125420716298,2.16854231386508,2.3526266649063,5.9010896898575,5.9010896898575,5.36462699077955,4.29170159262364,6.48869709944609,FALSE
"Hamby173","1","1",1,"Hamby173","Unk","H",4,0.446752967635705,-0.476148657346198,4.24363653412935,4.13393486685104,1.5973377703827,9.58402662229617,1.0648918469218,5.85690515806988,1.55744587755363,FALSE
"Hamby173","4","1",2,"Hamby252","8","1",5,0.37084311529657,0.130011261021373,1.87637018691704,2.42570392663779,4.74953617810761,11.873840445269,1.78107606679035,3.5621521335807,5.13607949197396,FALSE
"Hamby173","5","1",2,"Hamby252","Unk","E",2,0.299334903672498,0.0493992472350406,3.05750476627234,2.87716249756693,1.12775330396476,9.02202643171806,1.12775330396476,4.51101321585903,2.56369089471606,FALSE
"Hamby173","9","1",6,"Hamby252","Unk","Z",3,0.478508877602331,0.0370384981504577,3.33883122695933,3.34144534134614,3.38325991189427,8.45814977973568,2.81938325991189,4.51101321585903,4.6672845314933,FALSE
"Hamby173","7","1",6,"Hamby252","Unk","C",4,0.282234499615025,0.0915119784224974,5.02802823400806,3.51544313742526,3.34494773519164,10.5923344947735,1.67247386759582,3.34494773519164,6.17994256027763,FALSE
"Hamby173","6","1",1,"Hamby173","Unk","N",1,0.298537614981979,0.0897183778403368,1.8587716567934,1.98064076702728,4.84848484848485,9.15824915824916,1.61616161616162,3.23232323232323,3.04006823594921,FALSE
"Hamby173","3","2",5,"Hamby252","Unk","Y",3,0.244419166446406,0.131980967785338,1.85843422479194,2.11334691306485,4.77166821994408,13.7185461323392,1.19291705498602,3.57875116495806,4.90577940537387,FALSE
"Hamby173","10","1",1,"Hamby173","2","2",1,0.297058871385134,0.0447670027008835,1.90778000966397,2.29254023920654,3.65118174409128,9.38875305623472,2.6079869600652,3.65118174409128,4.17079445818061,FALSE
"Hamby173","1","2",1,"Hamby252","4","2",2,0.242257817367295,-0.342944699268174,5.54063267620547,4.66707486818606,1.20982986767486,7.25897920604915,1.20982986767486,4.234404536862,1.80908417130686,FALSE
"Hamby252","Unk","D",6,"Hamby252","Unk","Q",3,0.208887843625871,-0.0981318027951154,1.68833723288409,2.13855810671259,2.94930875576037,9.43778801843318,2.35944700460829,4.12903225806452,2.32483158903653,FALSE
"Hamby252","3","1",6,"Hamby252","4","1",2,0.288727072138268,0.0811842325060229,0.55048937122975,1.15369944389103,2.27353463587922,14.2095914742451,1.70515097690941,7.95737122557726,1.36538339836453,FALSE
"Hamby173","Unk","E",2,"Hamby252","Unk","M",5,0.245820195205984,-0.32193333067931,8.56180412650257,4.71577865116001,1.15211521152115,9.79297929792979,0.576057605760576,5.18451845184518,1.90299902866824,FALSE
"Hamby173","5","1",2,"Hamby252","9","1",3,0.423024002783009,0.139895042634568,2.19319870771168,2.70991113420575,4.67153284671533,5.19059205190592,2.59529602595296,3.11435523114355,5.41521237446505,FALSE
"Hamby252","10","2",3,"Hamby252","8","2",1,0.144246384416912,-0.119321170130079,2.73071886892878,2.32378382024105,4.64188576609248,10.4442429737081,2.32094288304624,6.96282864913871,5.63024496482128,FALSE
"Hamby252","3","1",6,"Hamby173","8","2",4,0.239175167180133,-0.292385086877041,4.9078267052832,2.9475697344148,2.14945424013434,9.67254408060453,0.537363560033585,4.83627204030227,2.56190107771941,FALSE
"Hamby252","1","1",6,"Hamby252","Unk","E",3,0.232352755495312,0.017804135794898,2.49190557706248,2.56996294311012,3.28767123287671,8.76712328767123,1.64383561643836,4.93150684931507,3.80253391518246,FALSE
"Hamby173","7","2",1,"Hamby173","7","2",3,0.215283891327427,-0.12261459463163,3.21885660335367,2.86870123048504,2.17133163698049,8.14249363867684,1.08566581849025,4.34266327396098,1.90489713636704,FALSE
"Hamby173","2","2",1,"Hamby252","4","2",2,0.346243050144376,-0.412643352259334,5.07400733358492,3.52778598105127,0,9.6969696969697,0,9.6969696969697,0,FALSE
"Hamby173","6","1",3,"Hamby173","9","1",2,0.412405752251174,-0.0619042464561423,1.93630380114549,2.52523862265126,0.52159739201304,8.34555827220864,0.52159739201304,7.8239608801956,0.788462063858915,FALSE
"Hamby252","7","2",2,"Hamby173","Unk","I",5,0.414333746917625,0.206470515818189,2.03998296770828,2.55744381391268,2.27960819234194,9.68833481745325,1.13980409617097,5.12911843276937,3.39101400738754,FALSE
"Hamby252","2","2",4,"Hamby252","Unk","M",1,0.408062491902311,0.112348796451879,1.47559178564027,2.3014034853644,3.9646017699115,10.1946902654867,1.69911504424779,3.9646017699115,4.34145992909509,FALSE
"Hamby252","4","2",3,"Hamby173","8","1",1,0.240875752765365,-0.12733749013525,6.77985624102622,4.04455283262553,2.71416454622561,5.42832909245123,1.08566581849025,2.71416454622561,6.4518704209462,FALSE
"Hamby173","Unk","B",5,"Hamby252","Unk","U",2,0.290757262053555,-0.132078036207692,5.08365266499257,3.55996099075255,0.532445923460898,7.45424292845258,0.532445923460898,5.32445923460898,0.441198114066984,FALSE
"Hamby252","2","1",6,"Hamby252","4","1",2,0.174537380364796,-0.237867460582857,2.81854661992642,2.14139522522389,3.25148179508891,10.2963590177815,1.62574089754445,4.33530906011854,3.24293778747603,FALSE
"Hamby173","Unk","A",5,"Hamby173","Unk","B",2,0.195997659715435,-0.0101940914757499,1.6108683981217,1.86726327231123,3.31034482758621,10.4827586206897,1.10344827586207,3.31034482758621,4.043634639109,FALSE
"Hamby252","1","2",2,"Hamby252","3","1",4,0.227160121844302,-0.306397347544367,7.62040223678139,4.20934030222819,0.577617328519856,11.5523465703971,0.577617328519856,10.9747292418773,1.40878274112171,FALSE
"Hamby173","3","2",6,"Hamby252","4","2",6,0.115763516719292,-0.177599683190233,1.83401403270904,2.03341572274097,1.7877094972067,13.1098696461825,1.19180633147114,6.55493482309125,1.42206814494314,FALSE
"Hamby173","1","2",1,"Hamby173","9","1",3,0.0603025769800134,-0.50173493863076,6.26925512577755,3.26142807126059,0,10.5013673655424,0,10.5013673655424,0,FALSE
"Hamby252","8","1",2,"Hamby173","Unk","M",6,0.291878019003534,-0.341370040430149,3.92587395317609,3.1237452130224,1.60804020100503,10.1842546063652,1.60804020100503,6.96817420435511,2.34392883763406,FALSE
"Hamby173","10","1",2,"Hamby173","5","1",4,0.522959905181009,0.342894106998466,1.50452075616363,2.83003885851585,2.94930875576037,12.9769585253456,1.17972350230415,6.48847926267281,5.00006854731884,FALSE
"Hamby252","1","2",3,"Hamby173","2","1",4,0.383785981564918,-0.191330336221327,4.08741743331064,3.55936049798697,2.15669755686605,9.70513900589722,0.539174389216512,2.69587194608256,2.66467291823644,FALSE
"Hamby173","6","1",5,"Hamby173","7","2",4,0.237580627059977,0.0253830569140207,2.68837609134245,2.66813172621339,3.83890317052271,9.32305055698372,2.74207369323051,5.48414738646101,6.36946856946354,FALSE
"Hamby252","7","2",5,"Hamby252","Unk","B",5,0.256606819722363,0.00866254483386753,4.30797285116603,3.39040807554859,2.08130081300813,7.28455284552845,1.04065040650407,2.60162601626016,3.13579943358557,FALSE
"Hamby173","1","1",6,"Hamby252","Unk","C",6,0.108048691616191,-0.36636570666114,4.4817467121561,3.01593505595695,4.12903225806452,11.7972350230415,2.94930875576037,5.30875576036866,4.70478202157172,FALSE
"Hamby173","Unk","E",5,"Hamby173","Unk","M",6,0.285689238550211,-0.347003993582618,4.23943293549439,3.15278339119116,1.17216117216117,13.4798534798535,1.17216117216117,7.03296703296703,0.76777827197311,FALSE
"Hamby252","5","1",2,"Hamby252","Unk","S",5,0.232650834917595,-0.0965283354450141,2.9528481008337,2.68627047041517,1.13174182139699,10.1856763925729,0.565870910698497,3.96109637488948,1.24591129457762,FALSE
"Hamby173","2","1",3,"Hamby252","6","2",2,0.354583765408708,-0.133436957818316,3.89098298504625,3.12251281055757,1.70818505338078,10.2491103202847,0.569395017793594,3.98576512455516,4.07736169787962,FALSE
"Hamby173","9","2",6,"Hamby173","Unk","G",2,0.35910805820347,-0.044458375208604,1.96186029570712,2.31594279682819,3.16831683168317,7.92079207920792,1.05610561056106,3.6963696369637,2.63990323156873,FALSE
"Hamby252","3","1",5,"Hamby252","4","1",4,0.338685273655484,0.114362781445161,2.24681787151858,2.57529072842109,2.6578073089701,8.50498338870432,1.06312292358804,3.72093023255814,4.36510597561464,FALSE
"Hamby173","10","1",5,"Hamby173","Unk","C",3,0.42369976759767,0.211066711326091,2.3506762730046,2.8353418237997,1.5907207953604,9.54432477216239,1.06048053024027,5.83264291632146,2.80987556934223,FALSE
"Hamby173","6","1",2,"Hamby173","Unk","N",3,0.391080808997727,-0.462753876813171,3.3382601784776,2.62041839330549,0.516129032258065,9.80645161290323,0.516129032258065,9.80645161290323,0.391160601566587,FALSE
"Hamby173","7","2",6,"Hamby252","Unk","L",6,0.19420472500689,-0.237838398175487,5.08225432808861,3.19954825555599,3.12958435207824,6.78076609616952,1.56479217603912,3.65118174409128,3.34414489892965,FALSE
"Hamby252","3","2",1,"Hamby173","7","1",5,0.128478119486371,-0.147984036327028,4.49068125647536,3.57689021602735,2.23580786026201,9.50218340611354,1.67685589519651,4.47161572052402,4.06995617860356,FALSE
"Hamby173","Unk","G",4,"Hamby252","Unk","Y",6,0.291870770260935,-0.124648528158626,3.97422035086318,3.2671236270605,1.57635467980296,8.93267651888342,0.525451559934319,5.7799671592775,2.20754851404608,FALSE
"Hamby252","10","2",5,"Hamby173","2","2",3,0.313267979355786,-0.148702639570664,3.2413436071859,3.16294189491869,1.83381088825215,12.836676217765,0.61127029608405,6.1127029608405,2.57409169867757,FALSE
"Hamby252","6","2",4,"Hamby173","Unk","E",6,0.11783433316134,-0.172898005734989,7.83171894310697,3.98322402655851,5.81289736603088,8.71934604904632,2.32515894641235,3.48773841961853,10.8449749462113,FALSE
"Hamby252","7","1",3,"Hamby252","Unk","S",4,0.170525068815073,-0.0842679273246293,4.44327728498209,3.27653789579998,1.20982986767486,11.4933837429112,1.20982986767486,6.04914933837429,0.212497887133364,FALSE
"Hamby173","Unk","I",4,"Hamby252","Unk","C",4,0.250535808356546,-0.0220397638550437,4.83903185291585,3.47434889106136,2.62725779967159,6.83087027914614,2.10180623973727,3.15270935960591,3.72306293814215,FALSE
"Hamby252","Unk","J",1,"Hamby252","Unk","Q",2,0.211424092005671,0.0211211167471504,1.94252378960179,2.11208878082713,1.1906976744186,10.7162790697674,1.1906976744186,7.14418604651163,2.58236137694922,FALSE
"Hamby252","7","1",5,"Hamby173","Unk","L",2,0.35354652848045,0.0206791950169708,1.45443669162094,2.07765799927067,4.16260162601626,7.80487804878049,1.5609756097561,3.1219512195122,3.09427458461476,FALSE
"Hamby173","1","1",1,"Hamby252","1","2",5,0.378310135577275,-0.571069723206071,7.22802752358373,4.29823863278324,0.557977332170881,11.7175239755885,0.557977332170881,9.48561464690497,1.46076921475814,FALSE
"Hamby252","3","1",5,"Hamby252","3","2",6,0.133617718558927,-0.225947391442647,5.47254856230733,3.39817651898864,1.80961357210179,12.0640904806786,1.80961357210179,8.44486333647502,1.50970754121234,FALSE
"Hamby173","8","2",2,"Hamby173","Unk","V",3,0.324784915636422,0.0781372988994543,1.65431064276096,2.10585732565456,4.78405315614618,9.03654485049834,1.59468438538206,3.72093023255814,2.75907393102938,FALSE
"Hamby173","2","1",5,"Hamby173","9","1",4,0.4538815326096,0.101511974677105,2.41183988945574,2.50243007880798,2.34862385321101,14.6788990825688,1.1743119266055,8.22018348623853,1.68137962211217,FALSE
"Hamby173","10","2",1,"Hamby173","Unk","X",4,0.279455840201894,-0.0102960133190674,1.58172986492134,2.16769327097726,4.08759124087591,9.92700729927007,1.16788321167883,2.91970802919708,3.49762032467799,FALSE
"Hamby252","3","1",6,"Hamby252","Unk","Z",1,0.239494341814648,-0.0193050740578063,1.71402867822188,1.97665033292709,0.524160524160524,11.007371007371,0.524160524160524,6.28992628992629,0.790518454855429,FALSE
"Hamby252","3","1",2,"Hamby252","6","2",2,0.233865954860508,0.00966276273127952,2.97640108284248,2.64656309165627,2.0966420966421,7.86240786240786,1.04832104832105,3.66912366912367,3.35433391946874,FALSE
"Hamby252","9","2",4,"Hamby252","Unk","X",6,0.391379726057595,-0.580046509285769,6.2554390847898,4.03453998686644,3.41333333333333,6.82666666666667,3.41333333333333,3.41333333333333,3.30653759160104,FALSE
"Hamby173","1","1",1,"Hamby252","3","1",4,0.663157853075733,-0.678260960197907,9.45525796600513,5.22784990059897,0,14.8698884758364,0,14.8698884758364,0,FALSE
"Hamby173","10","1",3,"Hamby173","7","1",3,0.137622651660259,-0.239283459319472,2.58326758368771,2.21126229373394,2.64681555004136,7.4110835401158,1.05872622001654,2.64681555004136,3.2383611294898,FALSE
"Hamby173","Unk","N",6,"Hamby173","Unk","R",1,0.239032263834369,-0.225028232928668,4.54192699869612,3.2299641169495,1.17001828153565,8.77513711151737,0.585009140767825,4.6800731261426,1.0316909626396,FALSE
"Hamby252","1","2",6,"Hamby252","Unk","M",1,0.215197400774088,0.00215529637492405,1.75068714166073,2.11116264126458,5.19059205190592,9.34306569343066,2.07623682076237,6.22871046228711,5.22745009363139,FALSE
"Hamby173","2","2",1,"Hamby173","Unk","N",2,0.313072535808026,-0.183121232555954,1.99068329684469,2.45858092458924,0.597572362278245,11.9514472455649,0.597572362278245,7.17086834733894,0.385178310748259,FALSE
"Hamby252","2","2",3,"Hamby252","2","2",6,0.225490347922048,0.0278914353494755,2.81692390029373,2.64713636768913,2.7027027027027,9.72972972972973,2.16216216216216,6.48648648648649,1.61335179223051,FALSE
"Hamby252","8","2",3,"Hamby173","Unk","N",4,0.459762807471916,0.0688696652896718,1.66944673213334,2.44776649051648,0.518218623481781,7.77327935222672,0.518218623481781,4.66396761133603,0.32152390042205,FALSE
"Hamby173","4","1",2,"Hamby173","8","1",2,0.575198008780152,0.0988147805855595,2.47702827018678,3.17870306146741,3.71784232365145,6.9045643153527,1.59336099585062,1.59336099585062,6.01786777853355,FALSE
"Hamby252","10","2",2,"Hamby173","3","2",2,0.292197576577816,-0.106040597968935,4.47002078331574,3.40180709151121,3.56545961002786,12.4791086350975,2.3769730733519,5.94243268337976,5.26076793987008,FALSE
"Hamby173","1","1",5,"Hamby173","4","2",6,0.387950862914352,-0.252104158793717,7.65929261338631,3.91653995553936,1.60804020100503,10.7202680067002,1.07202680067002,4.82412060301507,2.2464250218023,FALSE
"Hamby252","2","2",5,"Hamby252","Unk","U",1,0.317693100299534,0.0870511698366822,1.56457127136427,2.25425903934615,2.96022201665125,12.4329324699352,1.77613320999075,5.32839962997225,2.69762481967729,FALSE
"Hamby173","8","1",4,"Hamby252","9","1",6,0.275962562548982,0.133912886803062,2.13008134819349,2.50621301352803,2.93040293040293,9.96336996336996,1.17216117216117,4.1025641025641,3.75360845925398,FALSE
"Hamby173","2","2",2,"Hamby173","3","2",6,0.419553684413771,0.182031327205984,2.47289049328004,2.69798669125254,1.76632934682613,15.8969641214351,0.588776448942042,7.65409383624655,4.2098349100433,FALSE
"Hamby173","5","1",1,"Hamby252","Unk","S",5,0.25182416662208,0.091908023241373,2.43521237087358,2.59159475091654,3.87878787878788,7.2034632034632,1.66233766233766,2.21645021645022,5.58843375509359,FALSE
