"study1","barrel1","bullet1","land1","study2","barrel2","bullet2","land2","ccf","rough_cor","D","sd_D","matches","mismatches","cms","non_cms","sum_peaks","samesource"
"Hamby252","Unk","J",6,"Hamby252","Unk","S",2,0.224598222755677,-0.050211049069605,3.39918427792206,2.77200754318424,1.09965635738832,8.79725085910653,0.549828178694158,4.94845360824742,2.40233853751202,FALSE
"Hamby252","3","1",3,"Hamby173","Unk","V",6,0.177476460672024,-0.159955525743609,5.25143599165677,3.55490622411811,2.77296360485269,9.42807625649913,1.66377816291161,4.99133448873483,3.54399037262802,FALSE
"Hamby173","6","2",6,"Hamby252","6","2",5,0.296379367647505,0.00289825671221423,1.85362433478513,2.26565667436903,0.525883319638455,8.94001643385374,0.525883319638455,5.25883319638455,0.587335118532333,FALSE
"Hamby173","8","1",1,"Hamby173","Unk","L",2,0.513604157023746,-0.0665142281440139,4.16479053002147,3.43808145675329,3.2625318606627,5.98130841121495,1.63126593033135,3.80628717077315,6.63180915895392,FALSE
"Hamby173","5","2",6,"Hamby252","Unk","L",5,0.277414828377253,-0.129885951204298,2.71948872164694,2.64508509201161,1.03643724696356,6.73684210526316,0.518218623481781,4.14574898785425,1.76814682537255,FALSE
"Hamby252","3","1",5,"Hamby252","9","1",1,0.365783729336657,0.0623851474868683,3.57982175344715,3.20743250966513,0,11.1595466434176,0,11.1595466434176,0,FALSE
"Hamby252","Unk","M",2,"Hamby252","Unk","X",1,0.366869267144368,0.0919313059155955,4.76874207301926,3.73142254821572,2.368177613321,8.2886216466235,1.77613320999075,4.736355226642,4.44188775601171,FALSE
"Hamby252","10","2",3,"Hamby252","Unk","E",1,0.169621998423391,-0.0765801191611845,1.42394419169745,1.81466827159713,3.47511312217195,11.0045248868778,1.15837104072398,3.47511312217195,2.90349749686266,FALSE
"Hamby173","2","1",3,"Hamby173","4","1",1,0.265478292388821,-0.388802668474856,3.5415132028457,2.72115802434615,4.35374149659864,5.4421768707483,2.72108843537415,2.72108843537415,3.3074872625883,FALSE
"Hamby252","Unk","X",2,"Hamby252","Unk","Z",6,0.48657343188014,-0.241440186533454,3.47389212753896,2.69317829176895,2.72804774083546,7.09292412617221,1.09121909633419,4.36487638533674,2.98760542818239,FALSE
"Hamby252","Unk","D",5,"Hamby252","Unk","M",3,0.213967035389463,-0.0169608304699508,2.1400194862774,2.29607012636003,4.25602660016625,6.91604322527016,2.12801330008313,3.19201995012469,4.39195798945875,FALSE
"Hamby252","3","2",1,"Hamby252","Unk","Z",4,0.131374976102304,-0.101923717408971,3.56040831281674,2.94933104831826,2.44741873804971,15.2963671128107,1.83556405353728,6.11854684512428,2.78798531350819,FALSE
"Hamby252","8","1",4,"Hamby173","Unk","X",5,0.322411490757037,-0.0468719000367394,2.48695343849556,2.64731878150114,1.6452442159383,8.77463581833762,1.0968294772922,3.83890317052271,2.52408065630171,FALSE
"Hamby252","3","1",6,"Hamby173","Unk","W",4,0.127924598011416,-0.630067610430679,5.82322644766723,2.79824534664259,1.67832167832168,15.1048951048951,1.11888111888112,6.15384615384615,1.20490013635367,FALSE
"Hamby252","Unk","C",5,"Hamby252","Unk","Y",3,0.255409637356312,0.0819427400906446,2.3093074119616,2.48490599560437,2.75862068965517,9.37931034482759,2.20689655172414,4.41379310344828,4.38938978428937,FALSE
"Hamby173","2","2",3,"Hamby252","Unk","X",2,0.278214811213128,-0.0838849310413081,5.65334272865553,3.70967075534764,2.38361266294227,10.1303538175047,1.19180633147114,3.57541899441341,4.71632760863861,FALSE
"Hamby173","6","2",6,"Hamby252","Unk","H",1,0.197791544836711,-0.0523814050423929,1.80114897862598,2.11226930117192,2.75387263339071,10.4647160068847,1.10154905335628,4.40619621342513,2.45486481363981,FALSE
"Hamby173","4","2",3,"Hamby252","8","1",2,0.26608454031381,-0.289062647431869,7.57539796483919,4.50236119234092,0,6.99159663865546,0,6.99159663865546,0,FALSE
"Hamby173","2","2",5,"Hamby252","Unk","B",3,0.31440623749881,0.0668854288137573,3.27974673646569,2.98919226725359,1.73598553345389,13.3092224231465,1.15732368896926,7.52260397830018,3.48421334715966,FALSE
"Hamby173","9","2",4,"Hamby173","Unk","C",2,0.310192710797084,-0.228004756986621,10.232778458953,4.26655702590665,2.30838593327322,11.5419296663661,1.15419296663661,7.50225428313796,2.55925563636653,FALSE
"Hamby173","2","1",1,"Hamby173","8","1",6,0.213878006600249,0.00618965142411866,3.62961586892674,3.1242515720519,4.37981180496151,8.21214713430282,2.18990590248075,3.28485885372113,8.18857760195977,FALSE
"Hamby173","8","1",3,"Hamby252","Unk","J",1,0.24834380651828,-0.206415953049758,1.36573835857259,1.86828158701821,1.78604651162791,10.1209302325581,1.1906976744186,5.95348837209302,1.37973716822571,FALSE
"Hamby173","10","2",2,"Hamby173","7","1",2,0.252645586481236,0.0785322003991822,2.28037151733403,2.55477615573177,1.13174182139699,12.4491600353669,0.565870910698497,6.22458001768347,0.776303901710304,FALSE
"Hamby252","7","2",2,"Hamby252","Unk","S",4,0.289998451284016,-0.0877940137915457,3.89813559186443,3.14462393326321,3.69942196531792,7.39884393063584,1.58546655656482,4.75639966969447,5.49985454182341,FALSE
"Hamby173","5","2",2,"Hamby173","Unk","W",1,0.21517186697341,-0.176034263221593,2.3511395650979,2.52343667964448,2.19931271477663,8.24742268041237,1.09965635738832,3.84879725085911,2.39220558463735,FALSE
"Hamby252","Unk","F",6,"Hamby252","Unk","H",4,0.274489456200106,-0.114722076161157,3.86560495323907,3.31206630097305,2.38805970149254,11.9402985074627,1.19402985074627,3.58208955223881,4.84451055250312,FALSE
"Hamby252","1","2",4,"Hamby252","Unk","L",2,0.385053809990635,-0.36591197619686,5.91748582949354,3.42801003387129,1.10918544194107,9.98266897746967,0.554592720970537,3.88214904679376,0.999356021550819,FALSE
"Hamby173","Unk","X",3,"Hamby252","Unk","D",6,0.307039408890231,-0.199479182985676,1.26203831329089,1.64892510874814,2.18616567036721,10.930828351836,2.18616567036721,9.83774551665243,1.66857200439471,FALSE
"Hamby252","3","2",2,"Hamby252","4","1",3,0.321890237767855,0.141470003076443,1.33534461767533,1.97025555151296,0.554592720970537,13.3102253032929,0.554592720970537,10.5372616984402,0.0201471452008603,FALSE
"Hamby173","7","2",6,"Hamby173","Unk","B",2,0.181682264174206,-0.311740275868855,7.09698866847942,3.51822288368828,2.37918215613383,10.7063197026022,2.37918215613383,8.92193308550186,1.80207935095091,FALSE
"Hamby173","Unk","M",5,"Hamby252","Unk","D",2,0.419247986758827,0.0622139494212405,2.97255592571295,3.07552378592998,1.06224066390041,6.9045643153527,0.531120331950207,3.71784232365145,1.75666276479273,FALSE
"Hamby173","Unk","V",4,"Hamby252","Unk","Y",3,0.353008884267916,0.134261590542473,2.48696752040737,2.7341387364422,0,10.0829187396352,0,10.0829187396352,0,FALSE
"Hamby252","3","1",6,"Hamby173","Unk","I",1,0.306882296383241,0.0719543043821318,1.52942933000511,1.92430462541303,1.13274336283186,11.8938053097345,0.566371681415929,6.79646017699115,1.14707859835101,FALSE
"Hamby173","7","1",2,"Hamby173","Unk","E",2,0.377016673488538,-0.420565179440819,9.58329274357104,4.56825421374858,3.84879725085911,10.446735395189,3.84879725085911,8.24742268041237,3.24624731815697,FALSE
"Hamby252","10","1",4,"Hamby173","5","2",3,0.302488701706075,0.0543989176175892,3.42569748699144,3.08232230000434,1.03476151980598,8.27809215844786,1.03476151980598,8.27809215844786,2.3464443708062,FALSE
"Hamby173","Unk","B",2,"Hamby173","Unk","B",6,0.205975052444449,-0.160440592396635,2.93911207726824,2.91685366788112,3.3420365535248,7.24107919930374,2.78503046127067,3.3420365535248,4.95033523605672,FALSE
"Hamby173","5","2",6,"Hamby252","9","2",4,0.154734117988026,-0.450676868074675,9.76298953171011,4.35721680173211,1.72661870503597,8.63309352517986,1.15107913669065,5.17985611510791,4.59794790176446,FALSE
"Hamby252","2","2",2,"Hamby252","3","1",3,0.345728356691874,-0.12615647128354,4.37626896699426,3.65370962563863,2.57028112449799,7.19678714859438,2.05622489959839,3.08433734939759,4.09101985162027,FALSE
"Hamby252","4","1",5,"Hamby173","7","2",6,0.519429417805892,0.0899024463067227,4.48803327239377,3.59743198723692,2.51968503937008,15.1181102362205,1.88976377952756,9.44881889763779,2.99250855077406,FALSE
"Hamby252","6","1",5,"Hamby173","8","1",1,0.36561622158928,-0.16798614212566,5.01589859674384,3.68878675750834,1.62574089754445,8.67061812023709,1.08382726502964,7.04487722269263,2.45097351639139,FALSE
"Hamby173","5","1",2,"Hamby252","Unk","C",5,0.224363972449744,0.0491194097047116,2.60994244480908,2.59894585613193,3.33044232437121,7.21595836947095,1.6652211621856,4.99566348655681,4.42388367251005,FALSE
"Hamby252","1","1",5,"Hamby173","Unk","V",1,0.22317867319651,0.0231332303971815,2.9346715265935,2.70873311937917,3.87878787878788,7.75757575757576,1.66233766233766,2.77056277056277,4.78921485366359,FALSE
"Hamby173","8","1",1,"Hamby252","9","2",4,0.353681010710874,-0.476335741064296,8.59208799759389,5.12427478524298,0,5.961049957663,0,5.961049957663,0,FALSE
"Hamby173","Unk","C",3,"Hamby252","Unk","L",1,0.324768715170258,0.127794565798978,2.54045327272762,2.78571366708752,3.6963696369637,6.33663366336634,2.11221122112211,3.16831683168317,5.19977824464696,FALSE
"Hamby252","Unk","F",4,"Hamby252","Unk","Q",2,0.21706957629287,0.0796570876714964,1.61247645248795,2.32844420893209,7.46188340807175,9.75784753363229,3.44394618834081,3.44394618834081,6.81286826797476,FALSE
"Hamby252","3","2",6,"Hamby173","8","1",1,0.582668077685881,0.222646263359103,4.19083533120521,4.27514577447289,1.25367286973555,11.28305582762,0.626836434867777,4.38785504407444,2.86553866771713,FALSE
"Hamby173","Unk","A",5,"Hamby252","Unk","Z",3,0.232391849961247,-0.106104735687745,2.11003785325593,2.08567678549634,5.42832909245123,7.0568278201866,2.17133163698049,2.71416454622561,3.86022730392953,FALSE
"Hamby173","Unk","U",4,"Hamby252","Unk","E",5,0.232593926824027,-0.0180573900145416,3.34946720955221,2.71325283792547,2.9520295202952,11.8081180811808,1.77121771217712,4.72324723247232,5.28486582127756,FALSE
"Hamby252","5","1",3,"Hamby252","Unk","C",1,0.185177255343848,-0.190405965487139,3.34396789167523,2.80780539557485,0,12.9650092081031,0,12.9650092081031,0,FALSE
"Hamby252","Unk","H",4,"Hamby252","Unk","S",4,0.0756826372277788,-0.194302186853823,5.19576540550149,3.43655207012871,2.67335004177109,6.95071010860485,2.13868003341688,4.27736006683375,4.05272289813194,FALSE
"Hamby252","2","2",4,"Hamby173","8","1",5,0.212813897953255,0.0468157866919699,1.64963516866305,2.04616606606251,0.528488852188274,10.0412881915772,0.528488852188274,9.51279933938893,0.97229012673254,FALSE
"Hamby252","6","2",3,"Hamby252","9","2",3,0.229979188286621,0.0649483142864121,2.47239679504086,2.57291421513732,2.15669755686605,8.62679022746419,2.15669755686605,7.54844144903117,3.92097553589823,FALSE
"Hamby173","10","2",3,"Hamby173","9","2",3,0.342965611605845,-0.407331650240154,6.48833094432872,3.78569400289208,0,11.1692844677138,0,11.1692844677138,0,FALSE
"Hamby173","1","2",6,"Hamby252","8","2",2,0.250099529398256,-0.141059847310689,3.70929385543837,2.7530274614698,2.76577355229041,8.8504753673293,1.10630942091616,2.76577355229041,3.23275099532043,FALSE
"Hamby173","2","2",4,"Hamby252","6","2",2,0.271696956489346,0.131155010813212,2.27476527003612,2.42728007262239,3.32467532467532,9.41991341991342,2.21645021645022,4.43290043290043,4.12672191703728,FALSE
"Hamby173","5","1",5,"Hamby252","Unk","J",3,0.413487480777825,0.0452066112595472,1.95656923498179,2.3559191865392,3.27924850555081,9.29120409906063,1.63962425277541,2.18616567036721,2.75315969472678,FALSE
"Hamby252","7","1",3,"Hamby173","Unk","L",3,0.142494089002548,-0.0845411749509746,3.79115266194081,2.98682515037858,4.99025341130604,11.8518518518519,2.49512670565302,4.36647173489279,6.42968665059949,FALSE
"Hamby252","Unk","B",5,"Hamby252","Unk","L",3,0.281794082011453,-0.0519734732779789,3.44396462391372,3.01414909435823,1.67685589519651,7.82532751091703,0.558951965065502,2.79475982532751,3.20266371168399,FALSE
"Hamby252","9","2",3,"Hamby173","Unk","X",4,0.307987460283273,0.141534881917362,1.71772238806755,2.34017595782314,2.3042304230423,10.9450945094509,2.3042304230423,9.79297929792979,3.3973761429867,FALSE
"Hamby252","1","2",5,"Hamby173","7","1",6,0.249762402290184,-0.0960927486921928,3.25124409665982,2.84229160682902,2.32939035486806,11.0646041856233,1.16469517743403,7.5705186533212,2.97657864751843,FALSE
"Hamby252","2","2",4,"Hamby173","4","2",5,0.142149484791481,-0.157222508607386,2.70101946507102,2.42635707688825,0.53781512605042,7.52941176470588,0.53781512605042,6.45378151260504,0.249069455452398,FALSE
"Hamby252","Unk","E",1,"Hamby252","Unk","H",5,0.302758852534978,0.147755740995702,2.19092295807082,2.35240990127065,4.75836431226766,13.0855018587361,2.97397769516729,5.94795539033457,5.44911598525361,FALSE
"Hamby173","10","1",2,"Hamby173","Unk","W",5,0.400470414171932,-0.158832734600124,4.70320383567826,3.69618464005261,2.6079869600652,10.9535452322738,2.08638956805216,6.78076609616952,4.84013772848122,FALSE
"Hamby173","2","2",1,"Hamby173","Unk","A",1,0.245675454501082,-0.106135399308909,1.76792265166252,2.14149435683123,2.08299430431245,10.4149715215622,1.56224572823434,5.20748576078112,1.63697602580803,FALSE
"Hamby173","1","1",5,"Hamby173","9","2",1,0.267018702526256,0.122985807403998,4.531345760671,3.39153610729246,2.85204991087344,11.4081996434938,1.14081996434938,3.42245989304813,5.52816081857647,FALSE
"Hamby173","Unk","B",2,"Hamby173","Unk","U",6,0.322684743129219,-0.00760462680858965,1.78935732583558,2.2111846816126,0,10.6386701662292,0,10.6386701662292,0,FALSE
"Hamby252","2","2",5,"Hamby173","4","1",4,0.293316516909401,0.0514531990052428,1.55995666440151,2.06605721993992,3.36842105263158,10.6666666666667,1.12280701754386,3.92982456140351,4.4392449340302,FALSE
"Hamby173","9","2",5,"Hamby252","9","2",6,0.279406919420827,0.122124555046721,1.40239637551798,1.87618694646605,1.11304347826087,10.0173913043478,1.11304347826087,7.23478260869565,1.35848568604369,FALSE
"Hamby252","5","1",4,"Hamby252","6","2",4,0.181365828600831,-0.0490651046607354,3.79884394142571,2.92033826060446,2.22608695652174,10.0173913043478,1.6695652173913,6.12173913043478,2.56232363266827,FALSE
"Hamby173","5","1",4,"Hamby252","Unk","X",3,0.245220318365829,-0.187948361524393,1.8781490096415,1.83608933869052,0,11.8718381112985,0,11.8718381112985,0,FALSE
"Hamby173","Unk","N",1,"Hamby173","Unk","V",6,0.346194298341466,0.0995568922583127,3.39212610320293,3.10342374079863,5.04378283712785,10.0875656742557,2.24168126094571,3.92294220665499,7.92611862284951,FALSE
"Hamby252","2","2",6,"Hamby173","Unk","R",5,0.231023162804691,-0.546106810877515,13.6798069927585,5.30162290884719,1.13274336283186,9.06194690265487,1.13274336283186,5.09734513274336,1.72146596525327,FALSE
"Hamby173","8","1",4,"Hamby173","Unk","H",4,0.171655948736638,-0.0824858043383172,2.55775298967381,2.36849354793114,0.593141797961075,14.8285449490269,0.593141797961075,11.2696941612604,0.780672520067269,FALSE
"Hamby173","Unk","U",6,"Hamby173","Unk","V",4,0.263571338350486,-0.111852761670001,2.27341950274126,2.45969426440428,0.541913632514818,8.67061812023709,0.541913632514818,8.12870448772227,0.273365773986127,FALSE
"Hamby252","10","2",1,"Hamby252","6","1",4,0.226607453556862,0.0732840607728205,1.65236243337886,2.2287171736944,1.61888701517707,9.17369308600337,1.61888701517707,7.01517706576729,2.23637245246894,FALSE
"Hamby173","6","1",5,"Hamby252","Unk","F",2,0.221412897583667,0.0646982346373971,1.92062301221296,2.17492948235027,2.91970802919708,10.5109489051095,1.16788321167883,3.5036496350365,3.21234544821929,FALSE
"Hamby173","1","2",3,"Hamby252","7","2",3,0.356960375954842,0.00564984853647349,2.65005444454519,2.90115677701943,2.9038112522686,9.29219600725953,1.74228675136116,4.06533575317604,4.47913135429216,FALSE
"Hamby252","7","2",5,"Hamby252","Unk","H",4,0.189219620069905,-0.168184968185363,4.14777483800076,3.17667330694026,1.77449168207024,10.0554528650647,0.591497227356747,4.14048059149723,2.98359686889889,FALSE
"Hamby252","5","1",4,"Hamby173","Unk","C",1,0.128903575285747,-0.39651825679914,7.33390524071965,3.735938948762,1.09401709401709,8.2051282051282,0.547008547008547,3.82905982905983,1.44515227102333,FALSE
"Hamby173","Unk","U",2,"Hamby252","Unk","S",1,0.274415534523721,-0.25078509841169,4.40809795461707,3.17906165111651,1.17001828153565,11.1151736745887,0.585009140767825,7.02010968921389,2.50659707369756,FALSE
"Hamby173","10","1",1,"Hamby173","Unk","M",1,0.422675997756059,0.221323573610801,1.28615678213091,1.98182754051703,1.07292539815591,9.65632858340319,0.536462699077955,3.75523889354568,1.04849622233411,FALSE
"Hamby173","3","2",4,"Hamby252","Unk","Y",1,0.450841805291502,-0.307977524969288,6.76282001398532,4.26606158055089,2.32727272727273,11.0545454545455,1.16363636363636,7.56363636363636,4.090144751253,FALSE
"Hamby173","Unk","L",5,"Hamby252","Unk","H",3,0.28011480553311,0.178591304095229,2.69713873263655,2.58661380704982,5.83747927031509,6.89883913764511,2.12271973466003,2.65339966832504,7.57515550906237,FALSE
"Hamby173","Unk","C",3,"Hamby173","Unk","U",3,0.23131661634168,-0.0557828018574793,1.67354578175878,1.82541552947344,4.71021159153634,11.1867525298988,2.94388224471021,6.47654093836247,4.36750472262337,FALSE
"Hamby173","10","1",3,"Hamby252","Unk","H",5,0.238387785670683,0.0118251827921801,1.75702127663298,1.96645382811052,2.8169014084507,9.01408450704225,1.12676056338028,3.38028169014085,1.97356661013412,FALSE
"Hamby173","4","1",5,"Hamby252","Unk","E",6,0.256236199089286,-0.0870603092694825,2.92054698301872,2.730770874711,0,8.30398517145505,0,8.30398517145505,0,FALSE
"Hamby173","6","1",2,"Hamby173","Unk","M",2,0.458888294555274,-0.0692728653060557,4.19555243686187,3.54027993117003,2.69814502529511,9.71332209106239,2.15851602023609,4.8566610455312,4.11989041796036,FALSE
"Hamby173","10","2",5,"Hamby173","Unk","R",4,0.223634123431667,-0.350988792448996,8.5081271078896,4.22294499421775,0.663212435233161,14.5906735751295,0.663212435233161,7.95854922279793,0.676724616303333,FALSE
"Hamby173","6","2",5,"Hamby252","Unk","E",1,0.324126656213049,-0.0675754051563793,2.06913442983912,2.31623894360901,1.81303116147309,15.1085930122757,0.604343720491029,4.83474976392823,1.97640019561687,FALSE
"Hamby173","Unk","A",2,"Hamby173","Unk","V",2,0.374050725481249,0.137427689040921,2.38979926141609,2.70724005513513,3.30749354005168,8.81998277347115,0.551248923341947,3.30749354005168,5.19179428391026,FALSE
"Hamby252","6","1",1,"Hamby252","Unk","X",5,0.283876369866068,-0.392837740129627,3.33503638696196,2.60565888925833,1.58285243198681,10.0247320692498,0.527617477328936,4.74855729596043,1.98040874829598,FALSE
"Hamby173","Unk","A",2,"Hamby173","Unk","R",4,0.396385467255457,-0.268238882248685,5.25634746605568,3.59223460975537,1.09215017064846,9.28327645051194,1.09215017064846,7.09897610921502,1.94154678726895,FALSE
"Hamby252","8","2",2,"Hamby173","Unk","C",5,0.188998050383079,-0.148259977586381,5.91072220613211,4.46587636283603,2.29185317815577,10.313339301701,1.71888988361683,4.58370635631155,3.13252739522595,FALSE
"Hamby252","9","2",4,"Hamby173","Unk","G",2,0.63287290488556,-0.339751668823285,5.14236993319679,4.25782203752094,1.1873840445269,10.6864564007421,0.593692022263451,4.74953617810761,4.738705265943,FALSE
"Hamby252","3","1",6,"Hamby173","5","2",5,0.165316164856742,-0.0758400041513373,0.800979375849306,1.37297718571058,2.22608695652174,11.6869565217391,1.11304347826087,4.45217391304348,1.73830600577084,FALSE
"Hamby252","5","2",4,"Hamby173","Unk","A",6,0.363553437674955,-0.0406315752910842,2.48863637705091,2.74977313900565,1.17972350230415,11.2073732718894,0.589861751152074,4.71889400921659,0.894567463405933,FALSE
"Hamby173","Unk","I",3,"Hamby252","Unk","F",6,0.300918045790718,-0.0298914528394315,3.0932571210649,2.78287513254303,1.78438661710037,14.275092936803,1.18959107806691,8.3271375464684,3.81670587011952,FALSE
"Hamby252","4","2",2,"Hamby252","8","1",2,0.293921731083226,-0.262025868231836,7.4205770110652,4.42360880753131,2.67335004177109,5.88137009189641,2.13868003341688,4.27736006683375,5.97866220506992,FALSE
"Hamby252","10","2",3,"Hamby173","6","2",5,0.205066706886392,-0.155492029546811,1.76529876099619,2.00113406597916,1.06577851790175,10.1248959200666,0.532889258950874,5.32889258950874,0.776654248439083,FALSE
"Hamby252","10","1",5,"Hamby173","Unk","X",4,0.205557569033481,0.0360921620456301,2.50699076300205,2.4697432195605,3.63981042654028,9.70616113744076,1.21327014218009,2.42654028436019,3.59138090830765,FALSE
"Hamby173","2","2",4,"Hamby173","Unk","X",5,0.267539687729152,0.12583405319143,2.23153669424494,2.49818574829456,3.26530612244898,9.25170068027211,1.63265306122449,3.80952380952381,4.29259284571235,FALSE
"Hamby173","2","2",1,"Hamby173","Unk","H",2,0.31836069022832,0.0642596436218844,1.30997627238019,1.95440793716833,5.58680892337536,10.552861299709,3.72453928225024,7.44907856450048,3.79140653735261,FALSE
"Hamby252","10","2",2,"Hamby252","3","1",5,0.218088651290507,0.0164424140501524,2.74552102256461,2.70891959211859,3.6963696369637,6.33663366336634,1.05610561056106,2.64026402640264,4.73024781029115,FALSE
"Hamby173","Unk","G",6,"Hamby252","Unk","S",5,0.150503116959268,-0.0827665981697573,2.45300533097916,2.52130533996215,1.61888701517707,11.3322091062395,1.07925801011804,4.8566610455312,1.73036583049829,FALSE
"Hamby173","7","1",4,"Hamby173","9","1",5,0.15302551505271,-0.188520752330013,4.85868213901807,3.25064531475353,3.7573385518591,11.8982387475538,1.87866927592955,5.63600782778865,5.66998469660505,FALSE
"Hamby173","10","1",4,"Hamby173","8","2",5,0.267392210728073,-0.0396084585503937,2.38128095462602,2.50513601990916,3.11941510966694,7.27863525588952,1.03980503655565,4.15922014622258,3.4819887663113,FALSE
"Hamby173","Unk","E",5,"Hamby173","Unk","G",2,0.375234335974713,-0.204174236904293,4.13331813672898,3.50891494147796,3.1219512195122,8.84552845528455,1.04065040650407,4.16260162601626,3.05838963426513,FALSE
"Hamby252","4","1",4,"Hamby252","Unk","C",3,0.230228525332676,-0.0427881328096529,2.6033119241323,2.54663476350703,5.54112554112554,7.75757575757576,3.32467532467532,3.87878787878788,5.40808047281376,FALSE
"Hamby252","3","1",6,"Hamby173","7","2",3,0.261634420191125,-0.0244592393744097,2.13556538799401,2.19584150809251,2.22802436901654,10.5831157528285,1.6710182767624,6.68407310704961,2.54529317300663,FALSE
"Hamby173","1","1",1,"Hamby173","Unk","R",4,0.151046338591212,-0.682809670153651,13.6157040152674,4.98571420586449,1.03142626913779,10.3142626913779,1.03142626913779,6.18855761482675,1.14912196729951,FALSE
"Hamby173","7","2",2,"Hamby173","Unk","W",3,0.340108157193292,0.111314832966066,1.73004425462514,2.36527373267228,3.98222222222222,9.10222222222222,1.13777777777778,2.27555555555556,4.8711036074554,FALSE
"Hamby173","1","2",2,"Hamby252","6","1",6,0.253984750241783,0.187585991139346,2.12847823399701,2.43477677152454,1.16363636363636,11.0545454545455,0.581818181818182,7.56363636363636,1.69630319653727,FALSE
"Hamby173","10","2",2,"Hamby173","Unk","L",1,0.420535947848035,0.00640674180818339,4.22735151805034,3.5058039741333,1.6580310880829,9.94818652849741,1.10535405872193,5.52677029360967,2.21426078285372,FALSE
"Hamby173","10","2",3,"Hamby173","Unk","X",5,0.347046494511228,0.0857051930637794,2.69585767552464,2.7181620037031,1.75824175824176,12.3076923076923,0.586080586080586,4.68864468864469,4.55562718798316,FALSE
"Hamby252","5","1",3,"Hamby252","Unk","E",1,0.314264760535855,-0.00119532827359197,2.02240100434137,2.37192520076604,0.600375234521576,16.8105065666041,0.600375234521576,9.60600375234522,0.411516107608558,FALSE
"Hamby173","2","2",1,"Hamby173","Unk","U",5,0.28593838324905,0.0199625436084096,1.93149656662693,2.32436638622462,2.26548672566372,12.4601769911504,0.566371681415929,3.9646017699115,1.00183756589173,FALSE
"Hamby173","6","2",2,"Hamby173","Unk","R",3,0.23588828089562,-0.361735803104373,6.20931410254406,3.60860632782917,0.576576576576577,11.5315315315315,0.576576576576577,6.34234234234234,1.56092284782772,FALSE
"Hamby252","7","1",1,"Hamby252","Unk","Z",1,0.18844296658125,-0.0879408702337929,3.67604346128595,2.9292057836208,0.518218623481781,7.25506072874494,0.518218623481781,5.18218623481781,0.0737471583528608,FALSE
"Hamby252","5","1",4,"Hamby173","8","1",4,0.203904549403779,-0.122261921997182,2.24523406484524,2.35148256767512,2.69360269360269,6.46464646464646,1.07744107744108,2.15488215488215,3.27782235462509,FALSE
"Hamby173","Unk","H",3,"Hamby252","Unk","Q",3,0.248200988684982,-0.0140441690754452,1.87443577614002,2.24688907276621,4.22093981863149,6.33140972794724,1.58285243198681,2.63808738664468,4.02930379767711,FALSE
"Hamby173","4","1",1,"Hamby173","Unk","I",1,0.220001115916146,-0.00874336091904781,1.77000554802449,1.99594827542629,4.52696728558798,7.92219274977896,2.26348364279399,3.96109637488948,4.53014089490134,FALSE
"Hamby173","Unk","R",1,"Hamby173","Unk","X",3,0.238898581195943,-0.417265920771817,3.53723031799551,2.35175894481805,1.57506152584085,8.9253486464315,1.05004101722724,7.87530762920427,1.36549699019676,FALSE
"Hamby173","1","1",4,"Hamby252","9","2",5,0.36453632023468,0.178107484156443,2.58508431361395,2.80449534264843,2.8045574057844,7.85276073619632,1.12182296231376,3.36546888694128,5.28434061269517,FALSE
"Hamby173","Unk","C",4,"Hamby252","Unk","Y",4,0.34275089417324,0.0673839421135751,1.4627494953147,1.93109520964087,1.19514472455649,15.5368814192344,0.597572362278245,5.97572362278245,1.48889040073994,FALSE
"Hamby173","5","1",1,"Hamby252","8","1",2,0.156048506313388,-0.128501475429273,4.98495128687963,3.30460608432406,1.71888988361683,11.4592658907789,0.572963294538944,5.15666965085049,2.6865937432524,FALSE
"Hamby173","4","1",4,"Hamby252","Unk","X",5,0.318830393102998,-0.00665470380631206,1.16111846224013,1.71751208649017,3.9964317573595,10.2765388046387,2.28367528991971,7.42194469223907,2.7915926085233,FALSE
"Hamby252","10","2",1,"Hamby173","5","2",4,0.240067974818055,-0.22222406835327,5.02228907175296,3.23701836657852,4.33898305084746,5.96610169491525,3.79661016949153,3.79661016949153,4.14665616011338,FALSE
"Hamby173","8","1",4,"Hamby252","8","2",2,0.341149810279328,-0.043040213762509,3.27651907766551,3.01616399390818,1.57248157248157,6.28992628992629,0.524160524160524,2.62080262080262,2.00375830221105,FALSE
"Hamby173","Unk","B",5,"Hamby173","Unk","C",4,0.316976217338477,-0.291471987564049,4.53809121336398,2.99504215655141,2.16033755274262,7.56118143459916,1.08016877637131,3.24050632911392,2.89436448293979,FALSE
"Hamby252","2","1",6,"Hamby252","6","1",1,0.288469369977278,-0.31384995270386,5.03044448132512,3.59995971850678,2.368177613321,11.2488436632747,1.1840888066605,6.51248843663275,1.66240012856657,FALSE
"Hamby252","6","1",5,"Hamby173","Unk","U",1,0.442494754461648,0.107789276211321,5.7123029135065,3.84856179181323,2.50980392156863,11.921568627451,0.627450980392157,3.13725490196078,6.55748498499611,FALSE
"Hamby173","2","2",6,"Hamby173","Unk","G",2,0.389980328156841,-0.0477713077887507,2.52511581494276,2.80237547326779,6.05331040412726,8.25451418744626,2.201203783319,2.75150472914875,6.40209732223521,FALSE
